time,paymentservice_cpu,cartservice_cpu,checkoutservice_cpu,currencyservice_cpu,emailservice_cpu,frontend_cpu,main_cpu,adservice_cpu,productcatalogservice_cpu,recommendationservice_cpu,redis_cpu,shippingservice_cpu,paymentservice_mem,cartservice_mem,checkoutservice_mem,currencyservice_mem,emailservice_mem,frontend_mem,main_mem,adservice_mem,productcatalogservice_mem,recommendationservice_mem,redis_mem,shippingservice_mem,paymentservice_workload,cartservice_workload,checkoutservice_workload,currencyservice_workload,emailservice_workload,frontend_workload,frontend-external_workload,adservice_workload,productcatalogservice_workload,recommendationservice_workload,shippingservice_workload,frontend_error,frontend-external_error,paymentservice_latency-50,cartservice_latency-50,checkoutservice_latency-50,currencyservice_latency-50,emailservice_latency-50,frontend_latency-50,adservice_latency-50,productcatalogservice_latency-50,recommendationservice_latency-50,shippingservice_latency-50,paymentservice_latency-90,cartservice_latency-90,checkoutservice_latency-90,currencyservice_latency-90,emailservice_latency-90,frontend_latency-90,adservice_latency-90,productcatalogservice_latency-90,recommendationservice_latency-90,shippingservice_latency-90
1692583572,0.9477729470326064,5.221268120176135,0.8762641611927993,7.095113162951486,0.6000185546737041,14.761820904414282,6.422848557615607,0.3220137659062762,7.333035008259807,4.156022121966691,0.4229989316684004,0.9119505190790682,95797248,41119744,11644928,41611264,42360832,17457152,120045568,38551552,9572352,47996928,3047424,9089024,56.0,98.0,0.0,414.0,0.0,62.0,48.0,0.0,472.0,64.0,18.0,0,0,0.0013240399789584,0.0033407293073509,0.0407079646017699,0.0004911286089238,0.0032758620689655,0.0239670283806343,0.002169014084507,0.0003757952069716,0.0035950128976784,0.0011184357541899,0.0043203577064702,0.0098321678321678,0.2041509433962264,0.0044995455632623,0.1334615384615383,0.2197580645161289,0.0044338028169014,0.0040823865258349,0.0092598253275109,0.0043237988826815
1692583573,0.9477729470326064,5.221268120176135,0.8762641611927993,7.095113162951486,0.7235438776404554,14.761820904414282,6.296068881577282,0.3220137659062762,7.333035008259807,4.156022121966691,0.4229989316684004,0.9119505190790682,95797248,41119744,11644928,41611264,42356736,17457152,120045568,38551552,9572352,47996928,3047424,9089024,34.0,42.0,2.0,220.0,4.0,24.0,30.0,2.0,218.0,24.0,12.0,0,0,0.0013240399789584,0.0033407293073509,0.0407079646017699,0.0004911286089238,0.0032758620689655,0.0239670283806343,0.002169014084507,0.0003757952069716,0.0035950128976784,0.0011184357541899,0.0043203577064702,0.0098321678321678,0.2041509433962264,0.0044995455632623,0.1334615384615383,0.2197580645161289,0.0044338028169014,0.0040823865258349,0.0092598253275109,0.0043237988826815
1692583574,0.9477729470326064,5.422511582329153,0.8762641611927993,7.095113162951486,0.7235438776404554,14.761820904414282,6.1692892055389565,0.3220137659062762,7.333035008259809,4.156022121966691,0.4229989316684004,0.9119505190790682,95797248,41119744,11644928,41611264,42356736,17457152,120045568,38551552,9572352,47996928,3047424,9089024,110.0,198.0,0.0,790.0,0.0,116.0,92.0,0.0,664.0,126.0,36.0,0,0,0.0013961248654467,0.0033407293073509,0.0407079646017699,0.0004911286089238,0.0032758620689655,0.0239670283806343,0.002169014084507,0.0003757952069716,0.0035950128976784,0.0011184357541899,0.0043360602798708,0.0098321678321678,0.2041509433962264,0.0044995455632623,0.1334615384615383,0.2197580645161289,0.0044338028169014,0.0040823865258349,0.0092598253275109,0.0043237988826815
1692583575,0.9477729470326064,5.422511582329153,0.8683793952993301,7.095113162951486,0.7235438776404554,14.761820904414282,7.529602382490721,0.3220137659062762,7.333035008259809,3.3432707337731555,0.4229989316684004,0.8908953310436113,95797248,41119744,11644928,41611264,42356736,17457152,120184832,38551552,9572352,47996928,3047424,9101312,40.0,56.0,2.0,256.0,4.0,14.0,42.0,8.0,480.0,30.0,36.0,0,0,0.0012528119978575,0.0033407293073509,0.0407079646017699,0.0004911286089238,0.0032758620689655,0.0239670283806343,0.002169014084507,0.0003735076252723,0.0035664190193164,0.001054732041049,0.0043071237279057,0.0098321678321678,0.2041509433962264,0.0044995455632623,0.1334615384615383,0.2197580645161289,0.0044338028169014,0.0040715339805825,0.0090846394984326,0.0043131128848346
1692583576,0.9477729470326064,5.422511582329153,0.8683793952993301,7.343682124004943,0.7235438776404554,14.761820904414282,7.529602382490721,0.3220137659062762,7.404909468758672,3.4116367832342918,0.4229989316684004,0.9130316802629932,95797248,41119744,11644928,40534016,42356736,17457152,120184832,38551552,9572352,47996928,3047424,9101312,0.0,4.0,2.0,80.0,4.0,6.0,6.0,2.0,208.0,0.0,4.0,0,0,0.0012480042575838,0.0033015236567762,0.0385593220338983,0.0004846661888183,0.0031734104046242,0.0236240230357877,0.0021194029850746,0.0003668016808178,0.0035268847795163,0.0004982954545454,0.0042802554550292,0.0087394957983193,0.191764705882353,0.0044740059701492,0.0049491329479768,0.1989415041782729,0.0044238805970149,0.0039933643536313,0.0088800322061191,0.0042721311475409
1692583577,0.949030506619758,5.422511582329153,0.8683793952993301,7.343682124004943,0.7235438776404554,14.761820904414282,7.529602382490721,0.3220137659062762,7.404909468758672,4.1019629676681015,0.4229989316684004,0.9130316802629932,95805440,41119744,11644928,40534016,42356736,17457152,120184832,38551552,9572352,47996928,3047424,9101312,0.0,0.0,0.0,78.0,0.0,4.0,4.0,0.0,194.0,0.0,0.0,0,0,0.0012480042575838,0.0033256987577639,0.0384297520661157,0.0004853317632602,0.0031657458563535,0.023600583090379,0.002169014084507,0.0003669966210362,0.0035268847795163,0.0010229885057471,0.0042802554550292,0.0098959183673469,0.1970588235294117,0.0044748095238095,0.0049337016574585,0.2022346368715086,0.0044338028169014,0.0039944668820678,0.0088800322061191,0.0042781609195402
1692583578,0.949030506619758,5.422511582329153,0.8683793952993301,7.343682124004943,0.7235438776404554,14.761820904414282,7.529602382490721,0.3220137659062762,7.404909468758672,4.1019629676681015,0.4229989316684004,0.9130316802629932,95805440,41119744,11644928,40534016,42356736,17457152,120184832,38551552,9572352,47996928,3047424,9101312,65.588,99.039,19.249,288.17,18.655,47.452,63.707,18.526,951.048,82.025,69.54,0,0,0.001248785323054,0.0033257091677805,0.0384297689350127,0.0004854031096932,0.0031658040916217,0.0236002410484242,0.0021693842943867,0.0003670119761221,0.0035268567453475,0.0010236432882061,0.0042804117648709,0.0098957883270001,0.1970588235294117,0.0044749389403999,0.0049337980380988,0.2022294491757998,0.0044338768588773,0.003994584563637,0.0088799159123277,0.0042782960658017
1692583579,0.949030506619758,5.422511582329153,0.8683793952993301,7.343682124004943,0.7235438776404554,14.761820904414282,7.5296023824907214,0.3220137659062762,7.404909468758672,4.1019629676681015,0.4141840455733924,0.9130316802629932,95805440,41119744,11644928,40534016,42356736,17457152,120184832,38551552,9572352,47996928,3178496,9101312,50.39,76.217,4.0,341.681,4.008,39.443,46.0,4.028,457.888,57.888,28.228,0,0,0.0013703882597322,0.0033257088992252,0.0384297689350127,0.0004853974436462,0.0031658191155638,0.0236007038851667,0.00211468655663,0.0003670122601674,0.0035268502751436,0.0010236432882061,0.0043048469290902,0.009895792116414,0.1970588235294117,0.0044749286996104,0.004933822903051,0.2022364688666255,0.004422937311326,0.0039945841924565,0.0088798890700119,0.0042782960658017
1692583580,0.949030506619758,5.422511582329153,0.8683793952993301,7.343682124004943,0.7235438776404554,14.710651288332388,7.5296023824907214,0.3485247249290358,7.038439960810532,4.153914977186624,0.4141840455733924,0.9130316802629932,95805440,41119744,11644928,40534016,42356736,17457152,120184832,38797312,9773056,47996928,3178496,9101312,50.0,96.351,10.175,160.526,8.175,36.0,50.0,8.175,688.351,74.0,44.351,0,0,0.00130375782881,0.0033256987577639,0.0384297520661157,0.0004853317632602,0.0031657458563535,0.023600583090379,0.0021142857142857,0.0003652421590712,0.0035145374449339,0.0010614334470989,0.0042924843423799,0.0098959183673469,0.1970588235294117,0.0044748095238095,0.0049337016574585,0.2022346368715086,0.0044228571428571,0.0039834787070292,0.008751256281407,0.0042850967007963
1692583581,0.949030506619758,5.422511582329153,0.8683793952993301,7.343682124004943,0.7235438776404554,14.710651288332388,7.5296023824907214,0.3797473688942848,7.038439960810532,4.153914977186624,0.4141840455733924,0.9130316802629932,95805440,41119744,11644928,40534016,42356736,17457152,120184832,38797312,9773056,47996928,3178496,9101312,68.0,156.0,0.0,460.0,0.0,76.0,76.0,0.0,772.0,104.0,38.0,0,0,0.0013170478170478,0.0033154510749447,0.0373062015503876,0.000485660145447,0.0030967741935483,0.0237134808013355,0.0020746268656716,0.000369484736956,0.0035555238367113,0.001020618556701,0.0043049896049896,0.00936820083682,0.1825,0.0045139593603462,0.0048086021505376,0.206880108991826,0.0044149253731343,0.0040334991048338,0.0091435331230283,0.0042444444444444
