time,adservice_cpu,cartservice_cpu,checkoutservice_cpu,currencyservice_cpu,emailservice_cpu,frontend_cpu,main_cpu,paymentservice_cpu,productcatalogservice_cpu,recommendationservice_cpu,redis_cpu,shippingservice_cpu,adservice_mem,cartservice_mem,checkoutservice_mem,currencyservice_mem,emailservice_mem,frontend_mem,main_mem,paymentservice_mem,productcatalogservice_mem,recommendationservice_mem,redis_mem,shippingservice_mem,PassthroughCluster_load,adservice_load,cartservice_load,checkoutservice_load,currencyservice_load,emailservice_load,frontend_load,frontend-external_load,paymentservice_load,productcatalogservice_load,recommendationservice_load,shippingservice_load,adservice_latency,cartservice_latency,checkoutservice_latency,currencyservice_latency,emailservice_latency,frontend_latency,paymentservice_latency,productcatalogservice_latency,recommendationservice_latency,shippingservice_latency,time,PassthroughCluster_error,frontend_error,frontend-external_error
1685222642,2.9448838065358673,5.166504748896543,0.8550384351215807,15.843047218019251,0.7377235473327426,18.387522904230437,17.45772913157235,0.9478167817856116,11.837275800934929,12.959092067174776,0.2633951009627654,0.7890444969980083,101216256.0,60239872.0,11436032.0,39178240.0,42508288.0,25038848.0,95375360.0,38105088.0,10031104.0,48091136.0,2985984.0,9003008.0,0.0,20.0,68.0,4.0,148.0,4.0,28.0,28.0,0.0,338.0,90.0,18.0,0.07765486725663717,0.22942148760330575,0.4857142857142857,0.20189476710753304,0.0046,4.1742671009771986,0.04196428571428571,0.2001022364217252,0.24256736526946104,0.048437500000000015,1685222642,0.0,0.0,0.0
1685222643,2.9448838065358673,5.166504748896543,0.8550384351215807,15.843047218019251,0.7377235473327426,15.64606181658882,17.45772913157235,0.9969070297893486,11.837275800934929,12.959092067174776,0.2633951009627654,0.7890444969980083,101216256.0,60239872.0,11436032.0,39178240.0,42508288.0,25038848.0,95375360.0,38105088.0,10031104.0,48091136.0,2985984.0,9003008.0,0.0,28.0,24.0,0.0,112.0,0.0,26.0,14.0,0.0,204.0,30.0,12.0,0.0781578947368421,0.22439999999999988,0.4908333333333333,0.20063709677419359,0.0046,4.1625,0.04203125,0.20165814151747657,0.24126684636118603,0.04761904761904761,1685222643,0.0,0.0,0.0
1685222644,2.9448838065358673,5.166504748896543,0.8550384351215807,15.843047218019251,0.7377235473327426,18.432792888046677,17.899166442465393,0.9969070297893486,11.837275800934929,12.959092067174776,0.2633951009627654,0.8131054369484768,101216256.0,60239872.0,11436032.0,39178240.0,42508288.0,25038848.0,95375360.0,38105088.0,10031104.0,48091136.0,2985984.0,9003008.0,0.0,42.0,112.0,0.0,292.0,0.0,34.0,44.0,0.0,438.0,40.0,24.0,0.0781578947368421,0.22439999999999988,0.4908333333333333,0.20063709677419359,0.0046,4.1625,0.04203125,0.20193580599144081,0.24126684636118603,0.04761904761904761,1685222644,0.0,0.0,0.0
1685222645,2.9448838065358673,5.166504748896543,0.8550384351215807,10.851361974999922,0.6736370945813079,18.432792888046677,17.899166442465393,0.9969070297893486,11.88675138855639,12.959092067174776,0.2633951009627654,0.8131054369484768,101216256.0,60239872.0,11436032.0,39178240.0,42508288.0,25038848.0,95375360.0,38105088.0,10031104.0,48091136.0,2985984.0,9003008.0,0.0,20.0,46.0,0.0,144.0,0.0,40.0,22.0,0.0,278.0,16.0,8.0,0.0781578947368421,0.22439999999999988,0.4908333333333333,0.20063709677419359,0.0046,4.1625,0.04203125,0.20147762895411803,0.24126684636118603,0.04761904761904761,1685222645,0.0,0.0,0.0
1685222646,2.9448838065358673,5.166504748896543,0.8550384351215807,14.07697582842735,0.6872865283936346,18.461972260985505,17.899166442465393,1.567129583616613,11.88675138855639,13.030878787098121,0.2633951009627654,0.8131054369484768,101216256.0,60239872.0,11436032.0,39153664.0,42508288.0,25640960.0,95375360.0,37916672.0,10031104.0,48095232.0,2985984.0,9003008.0,0.0,32.0,28.0,0.0,194.0,0.0,26.0,22.0,0.0,326.0,28.0,24.0,0.0781578947368421,0.22439999999999988,0.4908333333333333,0.20063709677419359,0.0046,4.1625,0.04203125,0.20147762895411803,0.24126684636118603,0.04761904761904761,1685222646,0.0,0.0,0.0
1685222647,2.9448838065358673,5.166504748896543,0.8550384351215807,14.365300587663246,0.8189660287396036,18.461972260985505,17.899166442465393,1.567129583616613,11.88675138855639,13.030878787098125,0.2633951009627654,0.8131054369484768,101216256.0,60239872.0,11436032.0,39153664.0,42508288.0,25640960.0,95375360.0,37916672.0,10031104.0,48095232.0,2985984.0,9003008.0,0.0,48.0,64.0,4.0,282.0,4.0,36.0,44.0,4.0,318.0,44.0,28.0,0.07756756756756755,0.2324821428571428,0.4971153846153845,0.2028342696629213,0.0046,4.1625,0.04283333333333333,0.20258512544802865,0.24305839416058397,0.048308823529411765,1685222647,0.0,0.0,0.0
1685222648,2.9448838065358673,5.166504748896543,0.8550384351215807,14.65362534689915,0.8189660287396036,18.461972260985505,17.899166442465393,1.567129583616613,11.88675138855639,13.030878787098125,0.2633951009627654,0.8131054369484768,101216256.0,60239872.0,11436032.0,39153664.0,42508288.0,25640960.0,95375360.0,37916672.0,10031104.0,48095232.0,2985984.0,9003008.0,0.0,58.0,98.0,2.0,200.0,4.0,58.0,46.0,4.0,360.0,24.0,24.0,0.07741596638655462,0.227375415282392,0.4931034482758621,0.20397727272727276,0.0046,4.274784482758621,0.04216666666666666,0.20592098445595855,0.2414343707713126,0.047980132450331135,1685222648,0.0,0.0,0.0
1685222649,2.9448838065358673,5.166504748896543,0.8550384351215807,17.29948555415391,0.8189660287396036,18.461972260985505,17.899166442465393,1.567129583616613,11.88675138855639,13.030878787098125,0.2633951009627654,0.8131054369484768,101216256.0,60239872.0,11436032.0,39153664.0,42508288.0,25640960.0,95375360.0,37916672.0,10031104.0,48095232.0,2985984.0,9003008.0,0.0,32.0,12.0,0.0,10.081,0.0,48.0,14.0,0.0,256.0,12.0,6.0,0.07741596638655462,0.227375415282392,0.4931034482758621,0.20397727272727276,0.0046,4.274784482758621,0.04216666666666666,0.20640710028504794,0.2414343707713126,0.047980132450331135,1685222649,0.0,0.0,0.0
1685222650,2.9448838065358673,4.552185807149624,0.8550384351215807,17.29948555415391,0.7737526728515515,18.461972260985505,17.899166442465393,1.567129583616613,11.88675138855639,13.030878787098125,0.2633951009627654,0.7054435012178574,101216256.0,60239872.0,11436032.0,39153664.0,42508288.0,25640960.0,95375360.0,37916672.0,10031104.0,48095232.0,2985984.0,9003008.0,0.0,34.0,50.0,0.0,52.0,0.0,44.0,14.0,0.0,304.0,18.0,10.0,0.07741596638655462,0.227375415282392,0.4931034482758621,0.20397727272727276,0.0046,4.274784482758621,0.04216666666666666,0.20602846054333762,0.2414343707713126,0.047980132450331135,1685222650,0.0,0.0,0.0
1685222651,2.9041383938399252,4.466077394668014,0.8550384351215807,17.29948555415391,0.7737526728515515,18.461972260985505,17.899166442465393,1.567129583616613,11.88675138855639,13.030878787098125,0.2633951009627654,0.6918917439353827,101216256.0,60239872.0,11436032.0,39153664.0,42508288.0,25640960.0,95375360.0,37916672.0,10031104.0,48095232.0,2985984.0,9003008.0,0.0,38.0,86.0,0.0,174.0,0.0,26.0,18.0,0.0,476.0,68.0,0.0,0.07741596638655462,0.227375415282392,0.4931034482758621,0.20397727272727276,0.0046,4.274784482758621,0.04216666666666666,0.20602846054333762,0.2414343707713126,0.047980132450331135,1685222651,0.0,0.0,0.0
